title,url,pageid,source_category,instance_of,wikidata_qid,founded,dissolved,validation
Katella High School,https://en.wikipedia.org/wiki/Katella_High_School,1930681,"High schools in Anaheim, California",high school|public school,Q6375920,1966,,school
Magnolia High School (California),https://en.wikipedia.org/wiki/Magnolia_High_School_(California),12937752,"High schools in Anaheim, California",high school|public school,Q6731911,1961,,school
Orangeview Western 7-12 School,https://en.wikipedia.org/wiki/Orangeview_Western_7-12_School,10878808,"High schools in Anaheim, California",high school|public school,Q7987907,1954,,school
Savanna High School,https://en.wikipedia.org/wiki/Savanna_High_School,10876254,"High schools in Anaheim, California",high school|public school,Q7427819,1961,,school
Bakersfield High School,https://en.wikipedia.org/wiki/Bakersfield_High_School,4450475,"High schools in Bakersfield, California",high school|public school,Q4849300,1893,,school
"Centennial High School (Bakersfield, California)","https://en.wikipedia.org/wiki/Centennial_High_School_(Bakersfield,_California)",20554536,"High schools in Bakersfield, California",high school|public school,Q5059148,1993,,school
East Bakersfield High School,https://en.wikipedia.org/wiki/East_Bakersfield_High_School,20332890,"High schools in Bakersfield, California",high school,Q5327776,1938,,school
"Frontier High School (Bakersfield, California)","https://en.wikipedia.org/wiki/Frontier_High_School_(Bakersfield,_California)",6203430,"High schools in Bakersfield, California",high school|public school,Q5506000,2006,,school
Garces Memorial High School,https://en.wikipedia.org/wiki/Garces_Memorial_High_School,3994095,"High schools in Bakersfield, California",high school,Q5522058,1947,,school
"Golden Valley High School (Bakersfield, California)","https://en.wikipedia.org/wiki/Golden_Valley_High_School_(Bakersfield,_California)",29426730,"High schools in Bakersfield, California",high school,Q5579934,2003,,school
"Highland High School (Bakersfield, California)","https://en.wikipedia.org/wiki/Highland_High_School_(Bakersfield,_California)",6574271,"High schools in Bakersfield, California",high school|public school,Q5758804,1972,,school
"Independence High School (Bakersfield, California)","https://en.wikipedia.org/wiki/Independence_High_School_(Bakersfield,_California)",33563333,"High schools in Bakersfield, California",high school|public school,Q6016070,2008,,school
"Liberty High School (Bakersfield, California)","https://en.wikipedia.org/wiki/Liberty_High_School_(Bakersfield,_California)",15112268,"High schools in Bakersfield, California",high school|public school,Q6541760,1999,,school
Mira Monte High School,https://en.wikipedia.org/wiki/Mira_Monte_High_School,22473150,"High schools in Bakersfield, California",high school|public school,Q6872225,2008,,school
"North High School (Bakersfield, California)","https://en.wikipedia.org/wiki/North_High_School_(Bakersfield,_California)",6710816,"High schools in Bakersfield, California",high school|public school,Q7055600,1953,,school
"Ridgeview High School (Bakersfield, California)","https://en.wikipedia.org/wiki/Ridgeview_High_School_(Bakersfield,_California)",8421948,"High schools in Bakersfield, California",high school|public school,Q7332796,1994,,school
"South High School (Bakersfield, California)","https://en.wikipedia.org/wiki/South_High_School_(Bakersfield,_California)",10318312,"High schools in Bakersfield, California",high school|public school,Q7567456,1957,,school
"Stockdale High School (Bakersfield, California)","https://en.wikipedia.org/wiki/Stockdale_High_School_(Bakersfield,_California)",6278837,"High schools in Bakersfield, California",high school|public school,Q7617964,1991,,school
"West High School (Bakersfield, California)","https://en.wikipedia.org/wiki/West_High_School_(Bakersfield,_California)",15664430,"High schools in Bakersfield, California",high school|public school,Q7985357,1965,,school
"Bullard High School (Fresno, California)","https://en.wikipedia.org/wiki/Bullard_High_School_(Fresno,_California)",7814792,"High schools in Fresno, California",high school|public school,Q4996680,1955,,school
"Central High School (Fresno, California)","https://en.wikipedia.org/wiki/Central_High_School_(Fresno,_California)",17171115,"High schools in Fresno, California",high school|public school,Q5061182,1922,,school
Clovis North High School,https://en.wikipedia.org/wiki/Clovis_North_High_School,27595697,"High schools in Fresno, California",high school|public school,Q5135998,,,school
Clovis West High School,https://en.wikipedia.org/wiki/Clovis_West_High_School,7898010,"High schools in Fresno, California",high school|public school,Q5136002,1976,,school
Duncan Polytechnical High School,https://en.wikipedia.org/wiki/Duncan_Polytechnical_High_School,74666472,"High schools in Fresno, California",secondary school|public school,Q121098547,,,school
Fresno Christian High School,https://en.wikipedia.org/wiki/Fresno_Christian_High_School,14491011,"High schools in Fresno, California",high school,Q5503168,,,school
"Herbert Hoover High School (Fresno, California)","https://en.wikipedia.org/wiki/Herbert_Hoover_High_School_(Fresno,_California)",25722897,"High schools in Fresno, California",high school|public school,Q5734475,1962,,school
Justin Garza High School,https://en.wikipedia.org/wiki/Justin_Garza_High_School,71530643,"High schools in Fresno, California",school,Q113649279,,,school
McLane High School,https://en.wikipedia.org/wiki/McLane_High_School,17344048,"High schools in Fresno, California",high school|public school,Q17021055,1959,,school
San Joaquin Memorial High School,https://en.wikipedia.org/wiki/San_Joaquin_Memorial_High_School,11458515,"High schools in Fresno, California",high school,Q7414398,1945,,school
Sunnyside High School (Fresno),https://en.wikipedia.org/wiki/Sunnyside_High_School_(Fresno),13624914,"High schools in Fresno, California",high school|public school,Q17026341,1999,,school
University High School (Fresno),https://en.wikipedia.org/wiki/University_High_School_(Fresno),2065094,"High schools in Fresno, California",high school,Q12902039,2000,,school
Juan Rodriguez Cabrillo High School,https://en.wikipedia.org/wiki/Juan_Rodriguez_Cabrillo_High_School,3781307,"High schools in Long Beach, California",high school|public school,Q6300917,1995,,school
"Jordan High School (Long Beach, California)","https://en.wikipedia.org/wiki/Jordan_High_School_(Long_Beach,_California)",5870879,"High schools in Long Beach, California",high school|public school,Q6276602,1933,,school
Long Beach Polytechnic High School,https://en.wikipedia.org/wiki/Long_Beach_Polytechnic_High_School,2723117,"High schools in Long Beach, California",high school|public school|campus,Q13645072,1895,,school
Ernest S. McBride Sr. High School,https://en.wikipedia.org/wiki/Ernest_S._McBride_Sr._High_School,49038070,"High schools in Long Beach, California",high school,Q22078202,,,school
Millikan High School,https://en.wikipedia.org/wiki/Millikan_High_School,3270062,"High schools in Long Beach, California",high school|public school,Q6859624,1956,,school
Rancho Dominguez Preparatory School,https://en.wikipedia.org/wiki/Rancho_Dominguez_Preparatory_School,42596664,"High schools in Long Beach, California",school,Q17066079,2011,,school
St. Anthony High School (California),https://en.wikipedia.org/wiki/St._Anthony_High_School_(California),8602213,"High schools in Long Beach, California",high school,Q7587091,1920,,school
Woodrow Wilson Classical High School,https://en.wikipedia.org/wiki/Woodrow_Wilson_Classical_High_School,2873362,"High schools in Long Beach, California",high school|public school,Q8033193,1926,,school
"Abraham Lincoln High School (Los Angeles, California)","https://en.wikipedia.org/wiki/Abraham_Lincoln_High_School_(Los_Angeles,_California)",2215294,High schools in Los Angeles,high school|public school,Q4669025,1878,,school
Animo Locke Technology High School,https://en.wikipedia.org/wiki/Animo_Locke_Technology_High_School,18561305,High schools in Los Angeles,high school|public school,Q4765192,2007,,school
Ánimo Venice Charter High School,https://en.wikipedia.org/wiki/Ánimo_Venice_Charter_High_School,21001833,High schools in Los Angeles,high school,Q4765193,2001,,school
California Creative Learning Academy,https://en.wikipedia.org/wiki/California_Creative_Learning_Academy,80612002,High schools in Los Angeles,school,Q135903255,,,school
Central City Value High School,https://en.wikipedia.org/wiki/Central_City_Value_High_School,12573051,High schools in Los Angeles,high school,Q5060572,,,school
Miguel Contreras Learning Complex,https://en.wikipedia.org/wiki/Miguel_Contreras_Learning_Complex,8674026,High schools in Los Angeles,high school|public school,Q6844500,2006,,school
Crenshaw High School,https://en.wikipedia.org/wiki/Crenshaw_High_School,2536349,High schools in Los Angeles,high school|public school,Q1139606,1968,,school
Daniel Murphy High School,https://en.wikipedia.org/wiki/Daniel_Murphy_High_School,11495181,High schools in Los Angeles,high school,Q5218213,1954,2008,defunct
Edward R. Roybal Learning Center,https://en.wikipedia.org/wiki/Edward_R._Roybal_Learning_Center,1499921,High schools in Los Angeles,high school|public school,Q5344961,2008,,school
Felicitas and Gonzalo Mendez High School,https://en.wikipedia.org/wiki/Felicitas_and_Gonzalo_Mendez_High_School,31597294,High schools in Los Angeles,high school|public school,Q5441770,2009,,school
Franklin High School (Los Angeles),https://en.wikipedia.org/wiki/Franklin_High_School_(Los_Angeles),1646121,High schools in Los Angeles,high school|public school,Q5491559,1916,,school
John C. Fremont High School,https://en.wikipedia.org/wiki/John_C._Fremont_High_School,3971237,High schools in Los Angeles,high school|public school,Q6224415,1924,,school
Gabriella Charter Schools,https://en.wikipedia.org/wiki/Gabriella_Charter_Schools,77972713,High schools in Los Angeles,,Q130478593,,,unverified
Augustus F. Hawkins High School,https://en.wikipedia.org/wiki/Augustus_F._Hawkins_High_School,42485572,High schools in Los Angeles,high school,Q16975749,2012,,school
LA's Promise,https://en.wikipedia.org/wiki/LA's_Promise,21686468,High schools in Los Angeles,high school|public school,Q6456914,2003,,school
Larchmont Charter School,https://en.wikipedia.org/wiki/Larchmont_Charter_School,72660131,High schools in Los Angeles,,Q116245529,,,unverified
Los Angeles College Prep Academy,https://en.wikipedia.org/wiki/Los_Angeles_College_Prep_Academy,33034592,High schools in Los Angeles,high school,Q6682243,,,school
Los Angeles County High School for the Arts,https://en.wikipedia.org/wiki/Los_Angeles_County_High_School_for_the_Arts,4202719,High schools in Los Angeles,high school|public school,Q6682090,1985,,school
Los Angeles High School of the Arts,https://en.wikipedia.org/wiki/Los_Angeles_High_School_of_the_Arts,16015173,High schools in Los Angeles,high school|public school,Q6682240,,,school
Los Angeles Leadership Academy,https://en.wikipedia.org/wiki/Los_Angeles_Leadership_Academy,37180548,High schools in Los Angeles,,Q6682256,2002,,unverified
Los Angeles School of Global Studies,https://en.wikipedia.org/wiki/Los_Angeles_School_of_Global_Studies,17647581,High schools in Los Angeles,high school|public school,Q6682325,2006,,school
Marc and Eva Stern Math and Science School,https://en.wikipedia.org/wiki/Marc_and_Eva_Stern_Math_and_Science_School,6846678,High schools in Los Angeles,high school,Q6755975,2006,,school
Math and Science College Preparatory,https://en.wikipedia.org/wiki/Math_and_Science_College_Preparatory,47647133,High schools in Los Angeles,school,Q21016045,,,school
Pacific Christian on the Hill,https://en.wikipedia.org/wiki/Pacific_Christian_on_the_Hill,5018677,High schools in Los Angeles,school,Q7122343,,2004,defunct
St. Bernard High School (Los Angeles),https://en.wikipedia.org/wiki/St._Bernard_High_School_(Los_Angeles),10470092,High schools in Los Angeles,high school,Q7587297,1957,,school
Shalhevet High School,https://en.wikipedia.org/wiki/Shalhevet_High_School,12232330,High schools in Los Angeles,high school,Q7487197,1992,,school
Smidt Tech,https://en.wikipedia.org/wiki/Smidt_Tech,38880982,High schools in Los Angeles,high school,Q17065871,2012,,school
Sonia Sotomayor Learning Academies,https://en.wikipedia.org/wiki/Sonia_Sotomayor_Learning_Academies,42596738,High schools in Los Angeles,,Q17061495,2011,,unverified
View Park Preparatory High School,https://en.wikipedia.org/wiki/View_Park_Preparatory_High_School,48848337,High schools in Los Angeles,high school,Q22025956,2003,,school
Village Christian High School,https://en.wikipedia.org/wiki/Village_Christian_High_School,19395403,High schools in Los Angeles,,,,,unverified
American Indian Public High School,https://en.wikipedia.org/wiki/American_Indian_Public_High_School,33036082,"High schools in Oakland, California",high school,Q4744108,2006,,school
Bay Area Technology School,https://en.wikipedia.org/wiki/Bay_Area_Technology_School,27208168,"High schools in Oakland, California",high school,Q4873931,,,school
